Identifier-Analyte	Analyte_Name
A133008-101-xxx	M000000_A133008-101-xxx_NA_0_FALSE_VAR5_FAME_Pseudotropine (1TMS)
A133009-101-xxx	M000000_A133009-101-xxx_NA_383152,78_TRUE_VAR5_FAME_Hydantoin, 1-methyl- (1TMS)
A133010-101-xxx	M000000_A133010-101-xxx_NA_386913,03_TRUE_VAR5_FAME_Malonic acid, allyl- (2TMS)
A133011-101-xxx	M000000_A133011-101-xxx_NA_383963,47_TRUE_VAR5_FAME_Lumichrome (2MEOX)
A133012-101-xxx	M000000_A133012-101-xxx_NA_384878,97_TRUE_VAR5_FAME_Propane-1,3-diol, 2-hydroxymethyl- (3TMS)
A133013-101-xxx	M000000_A133013-101-xxx_NA_800100,75_TRUE_VAR5_FAME_Phenethylamine (1TMS)
A133015-101-xxx	M000000_A133015-101-xxx_NA_385030,38_PRED_VAR5_FAME_D133273
A133016-101-xxx	M000000_A133016-101-xxx_NA_0_FALSE_VAR5_FAME_NA133016
A134001-101-xxx	M000000_A134001-101-xxx_NA_371353,25_TRUE_VAR5_FAME_Succinic acid (2TMS)
A134002-101-xxx	M000000_A134002-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A134006-101-xxx	M000000_A134006-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A134007-101-xxx	M000000_A134007-101-xxx_NA_389290,44_TRUE_VAR5_FAME_Proline (1TMS) (1TFA)
A134008-101-xxx	M000000_A134008-101-xxx_NA_390308,47_TRUE_VAR5_FAME_Putrescine (2TMS)
A134010-101-xxx	M000000_A134010-101-xxx_NA_0_FALSE_VAR5_FAME_5-Aminopentanoic-acid_2TMS
A134011-101-xxx	M000000_A134011-101-xxx_NA_0_FALSE_VAR5_FAME_5-Hydroxypentanoic-acid_2TMS
A134016-101-xxx	M000000_A134016-101-xxx_NA_0_FALSE_VAR5_FAME_2,5-Piperazinedione,3,6-dimethyl- (2TMS) MP
A135001-101-xxx	M000000_A135001-101-xxx_NA_373031,53_TRUE_VAR5_FAME_Norleucine (2TMS)
A135002-101-xxx	M000000_A135002-101-xxx_NA_0_FALSE_VAR5_FAME_similar to Methylfurancarboxylic acid (1TMS)
A135003-101-xxx	M000000_A135003-101-xxx_NA_377285,59_TRUE_VAR5_FAME_Glyceric acid (3TMS)
A135004-101-xxx	M000000_A135004-101-xxx_NA_387479,16_TRUE_VAR5_FAME_Itaconic acid (2TMS)
A135005-101-xxx	M000000_A135005-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A135006-101-xxx	M000000_A135006-101-xxx_NA_398196,66_TRUE_VAR5_FAME_Phosphomycin (2TMS)
A135007-101-xxx	M000000_A135007-101-xxx_NA_397254,59_TRUE_VAR5_FAME_Succinic acid, 2,3-dimethyl- (2TMS)
A135008-101-xxx	M000000_A135008-101-xxx_NA_393840,47_TRUE_VAR5_FAME_Pyrrole-2-carboxylic acid (2TMS)
A135009-101-xxx	M000000_A135009-101-xxx_NA_395067,12_TRUE_VAR5_FAME_Butanoic acid, 4-amino-3-hydroxy- (2TMS)
A135011-101-xxx	M000000_A135011-101-xxx_NA_397912,12_PRED_VAR5_FAME_NA135011 (classified unknown]
A136001-101-xxx	M000000_A136001-101-xxx_NA_385733,03_TRUE_VAR5_FAME_Uracil (2TMS)
A136002-101-xxx	M000000_A136002-101-xxx_NA_384004,91_TRUE_VAR5_FAME_similar to Lumichrome (2MeOX)
A136003-101-xxx	M000000_A136003-101-xxx_NA_381743,72_TRUE_VAR5_FAME_Picolinic acid (1TMS)
A136005-101-xxx	M000000_A136005-101-xxx_NA_398939,69_TRUE_VAR5_FAME_Norvaline, 3-hydroxy- (2TMS)
A136006-101-xxx	M000000_A136006-101-xxx_NA_399118_TRUE_VAR5_FAME_1,2,4-Triazole, 3-amino- (2TMS)
A136007-101-xxx	M000000_A136007-101-xxx_NA_399466,34_TRUE_VAR5_FAME_Geraniol (1TMS)
A136008-101-xxx	M000000_A136008-101-xxx_NA_404127,47_TRUE_VAR5_FAME_Serine, cyclo- (2TMS)
A136009-101-xxx	M000000_A136009-101-xxx_NA_400089,59_TRUE_VAR5_FAME_Hydantoin, 1-methyl- (2TMS)
A136010-101-xxx	M000000_A136010-101-xxx_NA_402033,69_PRED_VAR5_FAME_NA
A136012-101-xxx	M000000_A136012-101-xxx_NA_0_FALSE_VAR5_FAME_O-Toluic-acid_1TMS
A137001-101-xxx	M000000_A137001-101-xxx_NA_391876,62_TRUE_VAR5_FAME_Fumaric acid (2TMS)
A137002-101-xxx	M000000_A137002-101-xxx_NA_396194,09_TRUE_VAR5_FAME_Homoserine (2TMS)
A137003-101-xxx	M000000_A137003-101-xxx_NA_0_FALSE_VAR5_FAME_Maleic acid, 2-methyl- (2TMS)
A137004-101-xxx	M000000_A137004-101-xxx_NA_401585,47_TRUE_VAR5_FAME_2-Piperidinecarboxylic acid (2TMS)
A137007-101-xxx	M000000_A137007-101-xxx_NA_402630,66_TRUE_VAR5_FAME_Leucine, cyclo- (2TMS)
A137008-101-xxx	M000000_A137008-101-xxx_NA_407004,44_TRUE_VAR5_FAME_Propanoic acid, 2-amino-2-methyl-3-hydroxy- (3TMS)
A137009-101-xxx	M000000_A137009-101-xxx_NA_407507,41_TRUE_VAR5_FAME_Thiazole, 4-methyl-5-hydroxyethyl- (1TMS)
A137010-101-xxx	M000000_A137010-101-xxx_NA_408682,12_TRUE_VAR5_FAME_Cysteine, seleno-methyl- (1TMS)
A137012-101-xxx	M000000_A137012-101-xxx_NA_410271,12_PRED_VAR5_FAME_NA137012 (classified unknown)
A137013-101-xxx	M000000_A137013-101-xxx_NA_0_FALSE_VAR5_FAME_Malic-acid_4_methylester_2TMS
A137015-101-xxx	M000000_A137015-101-xxx_NA_0_FALSE_VAR5_FAME_3-Methyl-2-ketopiperazine (2TMS)
A137016-101-xxx	M000000_A137016-101-xxx_NA_0_FALSE_VAR5_FAME_N,N'-Trimethyleneurea (2TMS)
A138001-101-xxx	M000000_A138001-101-xxx_NA_395486,09_TRUE_VAR5_FAME_Serine (3TMS)
A138002-101-xxx	M000000_A138002-101-xxx_NA_0_FALSE_VAR5_FAME_Alanine (3TMS)
A138003-101-xxx	M000000_A138003-101-xxx_NA_399186,19_TRUE_VAR5_FAME_Nonanoic acid (1TMS)
A138004-101-xxx	M000000_A138004-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A138005-101-xxx	M000000_A138005-101-xxx_NA_405237,75_TRUE_VAR5_FAME_Alanine, 3-cyano- (2TMS)
A138007-101-xxx	M000000_A138007-101-xxx_NA_411116,78_TRUE_VAR5_FAME_Norbornane-2-carboxylic acid, 2-amino- (1TMS) BP
A138009-101-xxx	M000000_A138009-101-xxx_NA_0_FALSE_VAR5_FAME_Unknown#bth-pae-024
A138016-101-xxx	M000000_A138016-101-xxx_NA_0_FALSE_VAR5_FAME_5-Methyl-2H-1,2,6-oxadiazin-3(6H)-one (1MEOX) (2TMS)
A138017-101-xxx	M000000_A138017-101-xxx_NA_0_FALSE_VAR5_FAME_NA138017
A138018-101-xxx	M000000_A138018-101-xxx_NA_0_FALSE_VAR5_FAME_2-Oxopiperazine (2TMS)
A139001-101-xxx	M000000_A139001-101-xxx_NA_408354,56_TRUE_VAR5_FAME_Acetic acid, aminooxy- (3TMS)
A139002-101-xxx	M000000_A139002-101-xxx_NA_0_FALSE_VAR5_FAME_Nicotine
A139003-101-xxx	M000000_A139003-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A139004-101-xxx	M000000_A139004-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A139005-101-xxx	M000000_A139005-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A139006-101-xxx	M000000_A139006-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A139007-101-xxx	M000000_A139007-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A139008-101-xxx	M000000_A139008-101-xxx_NA_411233,31_TRUE_VAR5_FAME_Threonine, allo- (3TMS)
A139009-101-xxx	M000000_A139009-101-xxx_NA_429292,72_TRUE_VAR5_FAME_Malonic acid (3TMS)
A139011-101-xxx	M000000_A139011-101-xxx_NA_499468,12_TRUE_VAR5_FAME_Propane-1,2-diol, 3-amino (4TMS)
A139012-101-xxx	M000000_A139012-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A139013-101-xxx	M000000_A139013-101-xxx_NA_0_FALSE_VAR5_FAME_Butyric acid, 2,4-diamino-, DL- (3TMS)
A139014-101-xxx	M000000_A139014-101-xxx_NA_0_FALSE_VAR5_FAME_Decan-1-ol, n- (1TMS)
A139015-101-xxx	M000000_A139015-101-xxx_NA_416891,16_TRUE_VAR5_FAME_Phosphonic acid, hydroxymethyl- (3TMS)
A139016-101-xxx	M000000_A139016-101-xxx_NA_418382,59_TRUE_VAR5_FAME_Norbornane-2-carboxylic acid, 2-amino- (1TMS) MP
A139017-101-xxx	M000000_A139017-101-xxx_NA_419903,5_TRUE_VAR5_FAME_Perillic aldehyde (1MEOX)
A139019-101-xxx	M000000_A139019-101-xxx_NA_0_FALSE_VAR5_FAME_4-Methylcatechol_2TMS
A139020-101-xxx	M000000_A139020-101-xxx_NA_0_FALSE_VAR5_FAME_Malic-acid_1_methylester_2TMS
A140001-101-xxx	M000000_A140001-101-xxx_NA_408355,5_TRUE_VAR5_FAME_Threonine (3TMS)
A140002-101-xxx	M000000_A140002-101-xxx_NA_408894,75_TRUE_VAR5_FAME_Mevalonic acid-1,5-lactone (1TMS)
A140003-101-xxx	M000000_A140003-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A140005-101-xxx	M000000_A140005-101-xxx_NA_0_FALSE_VAR5_FAME_Threonic acid-1,4-lactone (2TMS)
A140006-101-xxx	M000000_A140006-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A140010-101-xxx	M000000_A140010-101-xxx_NA_418872,22_TRUE_VAR5_FAME_Fumaric acid, 2-methyl- (2TMS)
A140011-101-xxx	M000000_A140011-101-xxx_NA_0_FALSE_VAR5_FAME_Tetradecane, n-
A140012-101-xxx	M000000_A140012-101-xxx_NA_421135,28_TRUE_VAR5_FAME_Hydroquinone (2TMS)
A140013-101-xxx	M000000_A140013-101-xxx_NA_421448,75_TRUE_VAR5_FAME_Propaonic acid, 2-amino-3-ureido- (2TMS)
A140014-101-xxx	M000000_A140014-101-xxx_NA_424436,88_TRUE_VAR5_FAME_Cinnamaldehyde, trans- (1MEOX) MP
A140015-101-xxx	M000000_A140015-101-xxx_NA_423443,41_TRUE_VAR5_FAME_Perillyl alcohol (1TMS)
A140016-101-xxx	M000000_A140016-101-xxx_NA_409812,56_TRUE_VAR5_FAME_Tartronic acid (3TMS)
A140017-101-xxx	M000000_A140017-101-xxx_NA_422766,25_PRED_VAR5_FAME_Hydantoin, 5-methyl- (2TMS)
A140018-101-xxx	M000000_A140018-101-xxx_NA_424618,44_PRED_VAR5_FAME_D140626
A140019-101-xxx	M000000_A140019-101-xxx_NA_421168,19_TRUE_VAR5_FAME_Malonic acid, methyl- (3TMS)
A140020-101-xxx	M000000_A140020-101-xxx_NA_424880,66_PRED_VAR5_FAME_NA140020 (classified unknown)
A140022-101-xxx	M000000_A140022-101-xxx_NA_0_FALSE_VAR5_FAME_5-Hydroxymethylfurfural (1MEOX) (1TMS) MP
A140023-101-xxx	M000000_A140023-101-xxx_NA_0_FALSE_VAR5_FAME_Oxomalonic-acid_1MeOX_2TMS
A140024-101-xxx	M000000_A140024-101-xxx_NA_0_FALSE_VAR5_FAME_Unknown#sst-cgl-020
A141001-101-xxx	M000000_A141001-101-xxx_NA_415364,06_TRUE_VAR5_FAME_Serine, O-acetyl- (2TMS)
A141002-101-xxx	M000000_A141002-101-xxx_NA_410394,47_TRUE_VAR5_FAME_Lactic acid dimer (2TMS)
A141003-101-xxx	M000000_A141003-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A141004-101-xxx	M000000_A141004-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A141005-101-xxx	M000000_A141005-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A141006-101-xxx	M000000_A141006-101-xxx_NA_427455,41_PRED_VAR5_FAME_NA
A141010-101-xxx	M000000_A141010-101-xxx_NA_426995,12_TRUE_VAR5_FAME_Pentanedioic acid, 2-methyl- (2TMS)
A141014-101-xxx	M000000_A141014-101-xxx_NA_428942,97_PRED_VAR5_FAME_NA141014 (classified unknown)
A141015-101-xxx	M000000_A141015-101-xxx_NA_0_FALSE_VAR5_FAME_Unknown#sst-cgl-023
A141016-101-xxx	M000000_A141016-101-xxx_NA_0_FALSE_VAR5_FAME_Unknown#bth-pae-025
A141017-101-xxx	M000000_A141017-101-xxx_NA_0_FALSE_VAR5_FAME_Unknown#bth-pae-027
A141023-101-xxx	M000000_A141023-101-xxx_NA_0_FALSE_VAR5_FAME_NA141023 (classified unknown)
A141024-101-xxx	M000000_A141024-101-xxx_NA_0_FALSE_VAR5_FAME_Aminomalonic acid (3TMS)
A142001-101-xxx	M000000_A142001-101-xxx_NA_0_FALSE_VAR5_FAME_Alanine [+CO2] (2TMS)
A142003-101-xxx	M000000_A142003-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A142004-101-xxx	M000000_A142004-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A142005-101-xxx	M000000_A142005-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A142006-101-xxx	M000000_A142006-101-xxx_NA_419359,22_TRUE_VAR5_FAME_Thymine (2TMS)
A142007-101-xxx	M000000_A142007-101-xxx_NA_429322,53_TRUE_VAR5_FAME_Methionine (1TMS)
A142008-101-xxx	M000000_A142008-101-xxx_NA_435549,03_TRUE_VAR5_FAME_Oxaloacetate (1MEOX) (2TMS) BP
A142009-101-xxx	M000000_A142009-101-xxx_NA_432271,69_TRUE_VAR5_FAME_Pentanedioic acid, 3-methyl- (2TMS)
A142010-101-xxx	M000000_A142010-101-xxx_NA_434104,28_TRUE_VAR5_FAME_Proline, 3-hydroxy-, trans- (2TMS)
A142011-101-xxx	M000000_A142011-101-xxx_NA_433398,62_TRUE_VAR5_FAME_Hydrocinnamic acid (1TMS)
A142012-101-xxx	M000000_A142012-101-xxx_NA_435689,16_TRUE_VAR5_FAME_Diethanolamine (3TMS)
A142013-101-xxx	M000000_A142013-101-xxx_NA_436587,22_TRUE_VAR5_FAME_Butanoic acid, 4-methylthio-2-oxo- (1MEOX) (1TMS) BP
A142014-101-xxx	M000000_A142014-101-xxx_NA_433901,19_PRED_VAR5_FAME_2,5-Diketopiperazine (2TMS)
A142015-101-xxx	M000000_A142015-101-xxx_NA_0_FALSE_VAR5_FAME_Cysteine_4TMS
A142016-101-xxx	M000000_A142016-101-xxx_NA_0_FALSE_VAR5_FAME_Unknown#bth-pae-028
A143001-101-xxx	M000000_A143001-101-xxx_NA_0_FALSE_VAR5_FAME_Glutaric acid (2TMS)
A143002-101-xxx	M000000_A143002-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A143003-101-xxx	M000000_A143003-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A143004-101-xxx	M000000_A143004-101-xxx_NA_0_FALSE_VAR5_FAME_Butanoic acid, 2,4-dihydroxy- (3TMS)
A143005-101-xxx	M000000_A143005-101-xxx_NA_0_FALSE_VAR5_FAME_Butyric acid, 2-amino-, DL- (3TMS) (Derivate not found)
A143006-101-xxx	M000000_A143006-101-xxx_NA_435281,16_TRUE_VAR5_FAME_Cyclopropanecarboxylic acid, 1-amino- (3TMS)
A143007-101-xxx	M000000_A143007-101-xxx_NA_0_FALSE_VAR5_FAME_Undecanoic acid methyl ester, n-
A143010-101-xxx	M000000_A143010-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A143011-101-xxx	M000000_A143011-101-xxx_NA_438827,44_TRUE_VAR5_FAME_Norvaline, 3-hydroxy- (3TMS)
A143012-101-xxx	M000000_A143012-101-xxx_NA_437330,12_TRUE_VAR5_FAME_Phenol, 2-amino- (2TMS)
A143013-101-xxx	M000000_A143013-101-xxx_NA_440983,25_TRUE_VAR5_FAME_Benzylamine (2TMS)
A143014-101-xxx	M000000_A143014-101-xxx_NA_440448,16_TRUE_VAR5_FAME_Maleamic acid (2TMS) MP
A143018-101-xxx	M000000_A143018-101-xxx_NA_439621,91_PRED_VAR5_FAME_N-methyl trans-4-hydroxy-L-proline (2S,4R)-4-hydroxy-1-methyl pyrrolidine-2-carboxylic acid (2TMS)
A143019-101-xxx	M000000_A143019-101-xxx_NA_0_FALSE_VAR5_FAME_Unknown#sst-cgl-024
A143020-101-xxx	M000000_A143020-101-xxx_NA_0_FALSE_VAR5_FAME_2-Hydroxydecanoic_acid_1MeO
A143025-101-xxx	M000000_A143025-101-xxx_NA_0_FALSE_VAR5_FAME_Glycinamide (2TMS) BP2
A144001-101-xxx	M000000_A144001-101-xxx_NA_433728,34_TRUE_VAR5_FAME_Alanine, beta- (3TMS)
A144002-101-xxx	M000000_A144002-101-xxx_NA_0_FALSE_VAR5_FAME_Cysteine, S-methyl-, DL- (2TMS)
A144003-101-xxx	M000000_A144003-101-xxx_NA_432257,53_TRUE_VAR5_FAME_Aspartic acid (2TMS)
A144004-101-xxx	M000000_A144004-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A144005-101-xxx	M000000_A144005-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A144006-101-xxx	M000000_A144006-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A144007-101-xxx	M000000_A144007-101-xxx_NA_0_FALSE_VAR5_FAME_similar to Aspartic acid (2TMS)
A144008-101-xxx	M000000_A144008-101-xxx_NA_437590,91_TRUE_VAR5_FAME_Erythronic acid-1,4-lactone (2TMS)
A144012-101-xxx	M000000_A144012-101-xxx_NA_444088_TRUE_VAR5_FAME_Glycine, 2-phenyl- (1TMS)
A144013-101-xxx	M000000_A144013-101-xxx_NA_447246,19_TRUE_VAR5_FAME_Proline, 4-hydroxy-, cis- (2TMS)
A144014-101-xxx	M000000_A144014-101-xxx_NA_446173,19_TRUE_VAR5_FAME_Benzoic acid, 3-amino-2,3-dihydro- (1TMS)
A144016-101-xxx	M000000_A144016-101-xxx_NA_447198,97_TRUE_VAR5_FAME_Acetamide, 2-phenyl- (2TMS)
A144017-101-xxx	M000000_A144017-101-xxx_NA_444126,31_PRED_VAR5_FAME_NA_204_189_133_93
A144018-101-xxx	M000000_A144018-101-xxx_NA_0_FALSE_VAR5_FAME_NA144018 (classified unknown)
A144019-101-xxx	M000000_A144019-101-xxx_NA_0_FALSE_VAR5_FAME_Cadaverine_2TMS
A144020-101-xxx	M000000_A144020-101-xxx_NA_0_FALSE_VAR5_FAME_Ethanolamine_2TMS
A144021-101-xxx	M000000_A144021-101-xxx_NA_0_FALSE_VAR5_FAME_Taurine_2TMS
A145001-101-xxx	M000000_A145001-101-xxx_NA_435440,44_TRUE_VAR5_FAME_Erythrose (1MEOX) (3TMS) BP
A145002-101-xxx	M000000_A145002-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A145003-101-xxx	M000000_A145003-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A145004-101-xxx	M000000_A145004-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A145005-101-xxx	M000000_A145005-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A145006-101-xxx	M000000_A145006-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A145007-101-xxx	M000000_A145007-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A145008-101-xxx	M000000_A145008-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A145011-101-xxx	M000000_A145011-101-xxx_NA_452375,59_TRUE_VAR5_FAME_Cysteamine (3TMS)
A145012-101-xxx	M000000_A145012-101-xxx_NA_450519,28_TRUE_VAR5_FAME_Isobutanoic acid, 3-amino- (3TMS)
A145013-101-xxx	M000000_A145013-101-xxx_NA_449944,72_TRUE_VAR5_FAME_Butanoic acid, 4-methylthio-2-oxo- (1MEOX) (1TMS) MP
A145014-101-xxx	M000000_A145014-101-xxx_NA_421919,44_TRUE_VAR5_FAME_Aniline, 3,4-dimethyl- (1TMS)
A145015-101-xxx	M000000_A145015-101-xxx_NA_450245,03_PRED_VAR5_FAME_NA145015
A145016-101-xxx	M000000_A145016-101-xxx_NA_0_FALSE_VAR5_FAME_NA145016 (classified unknown)
A145017-101-xxx	M000000_A145017-101-xxx_NA_0_FALSE_VAR5_FAME_NA145017
A145018-101-xxx	M000000_A145018-101-xxx_NA_0_FALSE_VAR5_FAME_NA145018
A145019-101-xxx	M000000_A145019-101-xxx_NA_0_FALSE_VAR5_FAME_Dihydroxymalonic-acid_4TMS
A145020-101-xxx	M000000_A145020-101-xxx_NA_0_FALSE_VAR5_FAME_Unknown#bth-pae-030
A145021-101-xxx	M000000_A145021-101-xxx_NA_0_FALSE_VAR5_FAME_Unknown#bth-pae-063
A145025-101-xxx	M000000_A145025-101-xxx_NA_0_FALSE_VAR5_FAME_Glycinamide (3TMS)
A146001-101-xxx	M000000_A146001-101-xxx_NA_442971,38_TRUE_VAR5_FAME_Homoserine (3TMS)
A146002-101-xxx	M000000_A146002-101-xxx_NA_442985,72_TRUE_VAR5_FAME_Erythrose (1MEOX) (3TMS) MP
A146003-101-xxx	M000000_A146003-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A146004-101-xxx	M000000_A146004-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A146005-101-xxx	M000000_A146005-101-xxx_NA_435185,78_TRUE_VAR5_FAME_Threose  (1MEOX) (3TMS) BP
A146006-101-xxx	M000000_A146006-101-xxx_NA_0_FALSE_VAR5_FAME_Homocysteine thiolactone (1TMS)
A146007-101-xxx	M000000_A146007-101-xxx_NA_458718,12_TRUE_VAR5_FAME_Butanoic acid, 4-amino-3-hydroxy- (3TMS)
A146008-101-xxx	M000000_A146008-101-xxx_NA_456451,47_TRUE_VAR5_FAME_Acetamide, 2-phenyl- (1TMS)
A146009-101-xxx	M000000_A146009-101-xxx_NA_457199,47_TRUE_VAR5_FAME_Coumarine
A146010-101-xxx	M000000_A146010-101-xxx_NA_453579_TRUE_VAR5_FAME_Proline, 3-hydroxy-, trans- (3TMS)
A146011-101-xxx	M000000_A146011-101-xxx_NA_454205,09_TRUE_VAR5_FAME_Iminodiacetic acid (2TMS)
A146012-101-xxx	M000000_A146012-101-xxx_NA_455153,12_TRUE_VAR5_FAME_Uracil, dihydro- (1TMS)
A146013-101-xxx	M000000_A146013-101-xxx_NA_454323,12_TRUE_VAR5_FAME_1,2,4-Triazole, 3-amino- (3TMS)
A146017-101-xxx	M000000_A146017-101-xxx_NA_0_FALSE_VAR5_FAME_Unknown#bth-pae-065
A146018-101-xxx	M000000_A146018-101-xxx_NA_0_FALSE_VAR5_FAME_Unknown#sst-cgl-026
A147001-101-xxx	M000000_A147001-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A147003-101-xxx	M000000_A147003-101-xxx_NA_0_FALSE_VAR5_FAME_Ornithine-1,5-lactam (2TMS)
A147004-101-xxx	M000000_A147004-101-xxx_NA_450866,91_TRUE_VAR5_FAME_Decanoic acid (1TMS)
A147005-101-xxx	M000000_A147005-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A147006-101-xxx	M000000_A147006-101-xxx_NA_0_FALSE_VAR5_FAME_N-Carboxyglycine (3TMS)
A147007-101-xxx	M000000_A147007-101-xxx_NA_0_FALSE_VAR5_FAME_Siloxane
A147008-101-xxx	M000000_A147008-101-xxx_NA_445280,75_TRUE_VAR5_FAME_Threose (1MEOX) (3TMS) MP
A147009-101-xxx	M000000_A147009-101-xxx_NA_0_FALSE_VAR5_FAME_Homoserine, beta-, DL- (3TMS)
A147010-101-xxx	M000000_A147010-101-xxx_NA_450801,38_TRUE_VAR5_FAME_Oxaloacetate (1MEOX) (2TMS) MP
A147011-101-xxx	M000000_A147011-101-xxx_NA_0_FALSE_VAR5_FAME_NA147011 (classified unknown)
A147012-101-xxx	M000000_A147012-101-xxx_NA_458624,06_TRUE_VAR5_FAME_Proline, 4-hydroxy-, trans- (2TMS)
A147013-101-xxx	M000000_A147013-101-xxx_NA_460591,31_TRUE_VAR5_FAME_Nicotinamide (2TMS)
A147014-101-xxx	M000000_A147014-101-xxx_NA_0_FALSE_VAR5_FAME_Butyro-1,4-lactam, 2-amino- (2TMS)
A147015-101-xxx	M000000_A147015-101-xxx_NA_462533,97_TRUE_VAR5_FAME_Cysteine, seleno-methyl- (2TMS)
A147016-101-xxx	M000000_A147016-101-xxx_NA_462318,59_TRUE_VAR5_FAME_Diisopropanolamine (3TMS)
A147017-101-xxx	M000000_A147017-101-xxx_NA_462767,91_TRUE_VAR5_FAME_Octylamine (2TMS)
A147018-101-xxx	M000000_A147018-101-xxx_NA_463700,25_TRUE_VAR5_FAME_Thymine, 5,6-dihydro- (1TMS)
A147021-101-xxx	M000000_A147021-101-xxx_NA_460640,69_PRED_VAR5_FAME_NA_204_189_119_93_79
A147022-101-xxx	M000000_A147022-101-xxx_NA_0_FALSE_VAR5_FAME_NA147022
A147023-101-xxx	M000000_A147023-101-xxx_NA_0_FALSE_VAR5_FAME_NA147023
A147024-101-xxx	M000000_A147024-101-xxx_NA_0_FALSE_VAR5_FAME_Unknown#sst-cgl-028
A147025-101-xxx	M000000_A147025-101-xxx_NA_0_FALSE_VAR5_FAME_Unknown#bth-pae-031
A148001-101-xxx	M000000_A148001-101-xxx_NA_455374,84_TRUE_VAR5_FAME_Malic acid, 2-methyl- (3TMS)
A148002-101-xxx	M000000_A148002-101-xxx_NA_458051,06_TRUE_VAR5_FAME_Glutamine [-H2O] (2TMS) BP
A148003-101-xxx	M000000_A148003-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A148004-101-xxx	M000000_A148004-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A148006-101-xxx	M000000_A148006-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A148008-101-xxx	M000000_A148008-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A148009-101-xxx	M000000_A148009-101-xxx_NA_0_FALSE_VAR5_FAME_Norvaline, DL- (3TMS)
A148010-101-xxx	M000000_A148010-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A148011-101-xxx	M000000_A148011-101-xxx_NA_468386,66_TRUE_VAR5_FAME_Tartronic acid, 2-(methylaminomethyl)- (1MEOX) (2TMS)
A148012-101-xxx	M000000_A148012-101-xxx_NA_468956,09_TRUE_VAR5_FAME_Alanyl-alanine (1TMS)
A148013-101-xxx	M000000_A148013-101-xxx_NA_467123,03_TRUE_VAR5_FAME_Thymine, 5,6-dihydro- (2TMS)
A148014-101-xxx	M000000_A148014-101-xxx_NA_468076,38_TRUE_VAR5_FAME_Butanoic acid, 4-acetamido- (2TMS)
A148015-101-xxx	M000000_A148015-101-xxx_NA_463906,28_TRUE_VAR5_FAME_Methionine, seleno- (1TMS)
A148016-101-xxx	M000000_A148016-101-xxx_NA_468877,22_TRUE_VAR5_FAME_Acetic acid, 4-chlorophenyl- (1TMS)
A148018-101-xxx	M000000_A148018-101-xxx_NA_0_FALSE_VAR5_FAME_NA148018
A148019-101-xxx	M000000_A148019-101-xxx_NA_0_FALSE_VAR5_FAME_Unknown#sst-cgl-029
A148020-101-xxx	M000000_A148020-101-xxx_NA_0_FALSE_VAR5_FAME_Unknown#bth-pae-061
A149001-101-xxx	M000000_A149001-101-xxx_NA_463265,38_TRUE_VAR5_FAME_Malic acid (3TMS)
A149002-101-xxx	M000000_A149002-101-xxx_NA_466669,22_TRUE_VAR5_FAME_Threitol (4TMS)
A149003-101-xxx	M000000_A149003-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A149004-101-xxx	M000000_A149004-101-xxx_NA_471048,22_TRUE_VAR5_FAME_Homoserine lactone (2TMS)
